GEOID,total_population,opportunity_score,economic_score,health_score,housing_score,tier
17031600600,2953,66.5,73.94,65.5,44.09,High
17031817900,5875,62.48,70.98,53.9,54.16,Moderate
17031811900,6126,83.62,88.25,82.92,69.83,Very High
17031420600,2663,43.79,56.17,38.56,14.7,Low
17031110100,5776,74.48,78.87,76.14,55.99,High
17031031400,4685,78.69,85.73,84.27,42.22,High
17031040900,2006,76.78,86.7,85.29,23.87,High
17031050200,5546,81.42,87.83,84.15,53.67,Very High
17031050300,2829,79.15,87.25,82.95,43.3,High
17031818600,4764,78.62,83.6,80.98,56.47,High
17031804807,5547,74.68,77.44,74.99,64.73,High
17031801800,6041,85.79,89.79,87.32,68.89,Very High
17031800400,3686,87.65,94.5,89.42,60.67,Very High
17031071700,1485,80.57,89.57,86.2,37.44,Very High
17031031800,2114,73.28,82.15,80.39,27.1,High
17031819000,4589,82.8,87.66,85.26,60.84,Very High
17031823903,4568,78.21,81.95,77.52,67.36,High
17031815701,3835,79.32,83.62,80.63,61.94,High
17031811600,5827,67.53,73.96,68.27,44.4,High
17031802900,6085,82.94,85.73,83.38,72.59,Very High
17031031700,6119,75.87,82.4,80.24,43.91,High
17031610400,1888,53.03,65.16,47.62,25.21,Moderate
17031050600,2232,79.62,88.95,86.18,33.24,High
17031050500,5199,83.94,91.48,87.08,51.48,Very High
17031823904,3961,76.33,80.59,76.54,61.62,High
17031820103,4279,73.77,79.75,74.82,51.41,High
17031805801,2360,77.96,82.25,80.23,58.35,High
17031071600,1903,81.94,91.82,85.76,40.11,Very High
17031828505,7218,70.18,72.65,66.19,71.28,High
17031830004,6874,65.88,69.58,61.39,64.02,High
17031828503,4274,55.82,66.55,45.07,45.15,Moderate
17031802002,4990,82.18,85.9,83.58,66.53,Very High
17031826202,5662,60.0,66.41,50.33,61.18,Moderate
17031671400,1299,44.4,54.99,30.02,42.62,Low
17031801605,5721,84.61,88.4,84.44,72.41,Very High
17031800700,4850,86.94,92.54,87.67,66.6,Very High
17031062300,1609,84.07,95.33,88.9,35.29,Very High
17031823102,3771,61.54,68.16,58.68,46.12,Moderate
17031630400,6003,53.89,59.6,47.58,49.62,Moderate
17031818401,3062,68.0,74.99,64.12,53.77,High
17031822802,3651,74.8,77.63,76.4,61.64,High
17031827902,4331,59.81,68.49,52.26,48.48,Moderate
17031829902,7171,70.8,73.37,66.16,73.04,High
17031010100,4284,63.56,74.36,61.26,32.96,Moderate
17031680600,1178,49.96,59.47,51.72,14.15,Moderate
17031803010,4686,79.74,81.65,82.22,67.61,High
17031804505,3644,71.93,78.48,74.21,44.75,High
17031804606,6349,80.19,81.94,80.46,73.73,Very High
17031804712,5431,75.61,81.14,76.87,54.29,High
17031807800,2718,78.4,82.42,81.07,58.81,High
17031808400,4297,77.14,80.45,78.64,62.62,High
17031811100,6876,67.77,73.53,66.27,52.07,High
17031030500,6344,78.73,85.22,81.76,50.04,High
17031820501,5286,68.39,72.78,66.69,57.73,High
17031814700,5071,68.25,74.13,64.01,58.54,High
17031819100,4004,65.05,74.0,61.61,43.24,High
17031828801,4892,74.52,78.56,72.92,64.8,High
17031020500,6646,57.96,66.61,53.81,38.79,Moderate
17031081300,6014,81.77,86.92,86.2,54.26,Very High
17031081000,8150,74.78,82.98,78.77,38.14,High
17031130100,4895,71.07,77.57,71.27,48.96,High
17031170200,3752,72.55,77.47,71.35,58.95,High
17031170300,4981,72.55,77.36,71.92,58.0,High
17031170400,3989,72.2,76.33,71.64,59.72,High
17031170500,5161,73.32,79.33,71.69,57.04,High
17031170600,2490,70.21,75.52,68.87,55.62,High
17031170700,3260,68.7,76.13,65.46,51.51,High
17031170800,4009,69.42,74.73,67.67,55.81,High
17031251400,3712,49.21,65.11,37.22,24.18,Moderate
17031260300,1878,40.84,50.42,38.34,14.78,Low
17031260500,1767,46.69,61.66,35.46,22.98,Moderate
17031260600,2398,42.85,54.42,31.46,30.88,Low
17031260700,1524,48.21,63.65,36.66,23.69,Moderate
17031260800,2001,37.69,48.76,30.77,16.92,Low
17031050700,1456,78.72,88.23,85.92,30.25,High
17031050900,1388,77.93,89.8,83.53,25.32,High
17031051000,1707,80.84,89.6,86.45,38.56,Very High
17031051100,1905,78.62,88.01,84.16,34.39,High
17031051200,1576,79.61,90.73,86.73,25.9,High
17031170900,1970,59.5,66.09,58.42,40.07,Moderate
17031171000,6829,72.85,76.04,71.45,65.46,High
17031171100,4103,67.34,75.64,61.6,53.07,High
17031180100,6544,68.24,73.35,64.97,58.89,High
17031190100,2338,59.49,75.51,52.91,21.45,Moderate
17031222200,2243,81.17,91.01,88.33,31.66,Very High
17031222500,1468,76.08,85.42,82.52,29.9,High
17031222600,1608,72.35,84.26,75.77,24.64,High
17031251500,4324,48.39,55.6,45.58,30.93,Moderate
17031251600,4456,47.92,60.59,35.75,34.1,Moderate
17031251700,1291,53.0,65.06,47.87,24.81,Moderate
17031251800,5399,42.44,54.32,31.33,28.75,Low
17031251900,5086,43.55,55.48,32.67,29.22,Low
17031252000,6308,47.69,57.74,38.59,35.45,Moderate
17031130300,5040,71.7,79.3,74.2,40.56,High
17031190200,5858,62.2,71.47,53.6,51.39,Moderate
17031190300,5289,64.33,73.12,59.74,45.75,Moderate
17031190800,6049,59.59,70.1,51.45,43.55,Moderate
17031260100,1016,43.28,60.57,33.26,9.02,Low
17031260200,1232,51.22,68.6,41.01,17.09,Moderate
17031530100,1915,43.43,61.29,26.97,22.3,Low
17031061800,1204,71.9,81.12,84.31,12.23,High
17031828201,3492,68.39,77.28,62.7,52.01,High
17031825000,4401,71.34,78.31,72.38,45.67,High
17031824300,4891,52.59,60.31,42.37,50.68,Moderate
17031824601,4207,73.17,77.51,71.27,63.12,High
17031818500,5693,78.78,82.37,77.0,70.94,High
17031823400,4646,59.43,66.08,53.52,51.05,Moderate
17031821500,1266,47.88,62.0,40.74,17.45,Moderate
17031410200,1281,69.42,79.13,80.56,11.06,High
17031222900,986,67.49,78.38,70.53,24.09,High
17031241000,1792,68.72,79.69,73.21,21.7,High
17031825400,5502,72.96,75.66,72.98,63.95,High
17031830005,3664,69.73,75.74,66.15,58.07,High
17031824505,6484,74.43,78.09,72.79,66.04,High
17031824800,7133,66.24,71.47,58.49,66.87,High
17031803608,8110,75.41,81.42,74.64,57.19,High
17031190900,1869,62.21,72.52,61.55,29.4,Moderate
17031191200,3775,55.74,68.53,45.24,37.64,Moderate
17031200100,3666,63.4,72.98,58.32,43.3,Moderate
17031200200,4435,61.53,72.26,53.77,43.85,Moderate
17031200300,1866,60.31,72.86,57.39,25.28,Moderate
17031222700,2202,65.29,76.24,66.6,25.75,High
17031230100,1636,67.4,78.22,68.47,28.83,High
17031230200,1977,68.38,80.39,69.06,26.75,High
17031230300,905,59.58,73.96,55.17,21.96,Moderate
17031230400,2116,61.58,71.79,56.68,38.95,Moderate
17031230500,3080,52.97,67.73,44.85,22.72,Moderate
17031351100,2160,33.95,44.29,30.57,7.37,Low
17031827500,4389,54.15,61.87,47.4,44.14,Moderate
17031807600,6319,75.74,77.84,76.68,66.53,High
17031826201,3837,58.31,70.7,49.03,38.68,Moderate
17031823001,7263,68.55,72.1,68.16,57.65,High
17031770500,4225,55.95,64.8,43.3,55.97,Moderate
17031820202,3291,66.36,71.81,64.91,51.54,High
17031611700,1847,43.44,53.62,39.16,19.5,Low
17031819700,5743,86.39,89.83,87.76,71.76,Very High
17031300500,3240,54.07,67.36,44.56,31.96,Moderate
17031816100,5968,70.17,76.13,67.48,56.54,High
17031818700,3871,76.54,81.35,76.79,59.94,High
17031817300,2868,59.99,68.15,56.58,40.75,Moderate
17031381500,670,37.96,51.8,31.06,7.89,Low
17031420500,2040,39.05,52.1,29.69,17.4,Low
17031811500,6210,68.6,70.84,65.43,68.54,High
17031081500,4906,82.51,89.82,88.1,45.09,Very High
17031081600,3725,80.97,88.99,90.74,31.45,Very High
17031081700,5217,80.27,88.11,90.11,31.2,Very High
17031081800,12213,86.28,89.78,88.47,69.48,Very High
17031081900,1111,75.85,84.77,84.38,26.19,High
17031222800,1052,56.79,69.1,58.8,11.04,Moderate
17031050800,1398,78.49,90.06,83.71,27.74,High
17031210100,4194,74.98,83.64,76.78,41.92,High
17031210400,2491,54.71,64.28,52.8,27.22,Moderate
17031230700,5773,46.71,57.09,32.9,44.36,Moderate
17031230800,1029,61.95,71.4,58.68,38.04,Moderate
17031230900,4903,64.78,73.34,64.32,37.31,Moderate
17031820502,5841,65.26,68.46,64.85,55.56,High
17031820901,5010,66.96,73.28,64.08,52.61,High
17031550200,2824,66.36,71.93,64.51,52.1,High
17031823200,4749,70.19,72.97,69.41,62.73,High
17031823304,6282,65.28,70.64,62.13,54.79,High
17031822602,7777,69.8,72.06,67.07,68.62,High
17031670500,1004,41.98,55.82,30.09,23.6,Low
17031820104,4466,72.66,77.8,73.74,53.0,High
17031820700,7031,69.36,72.59,63.41,72.45,High
17031580800,2096,60.42,71.28,56.31,33.82,Moderate
17031811800,5542,69.29,75.25,64.38,60.86,High
17031770300,7001,75.47,80.12,74.78,61.54,High
17031805109,4553,77.84,82.06,79.03,60.95,High
17031804603,6368,73.91,82.0,76.9,39.96,High
17031230600,8977,55.52,69.58,37.79,50.02,Moderate
17031242300,3805,78.05,87.28,81.89,38.3,High
17031242200,4014,81.32,90.53,86.21,39.24,Very High
17031032100,7279,70.91,77.21,75.19,39.92,High
17031828300,3062,67.45,70.22,67.88,57.21,High
17031824900,2952,60.71,69.29,52.13,52.11,Moderate
17031827801,4938,64.13,68.79,57.91,63.13,Moderate
17031801500,6367,81.61,85.12,83.02,66.63,Very High
17031806002,7235,74.04,77.85,73.86,61.77,High
17031811701,3491,58.11,65.87,55.49,38.32,Moderate
17031823803,7186,72.11,73.73,68.46,75.21,High
17031820800,3431,65.72,73.59,58.76,55.71,High
17031300800,4192,43.89,58.55,30.06,27.27,Low
17031060900,6943,79.07,83.78,85.58,48.15,High
17031061000,2324,74.94,84.52,83.95,21.98,High
17031210700,3724,73.18,81.81,77.47,34.41,High
17031817500,3470,55.32,67.03,48.14,33.03,Moderate
17031818300,6424,68.18,76.48,60.11,59.33,High
17031291600,1429,58.43,72.35,57.62,13.94,Moderate
17031400400,2204,48.93,60.98,46.7,13.96,Moderate
17031816500,4045,63.5,72.21,56.62,50.52,Moderate
17031805701,5361,82.31,86.1,84.43,64.74,Very High
17031804803,5381,72.65,76.96,75.73,51.07,High
17031191100,6651,55.58,67.74,43.03,44.34,Moderate
17031804105,4219,81.13,84.07,83.03,66.87,Very High
17031120100,4400,81.11,84.28,82.65,66.91,Very High
17031804705,4594,72.54,79.06,70.75,54.98,High
17031803603,6538,85.68,88.89,86.53,73.04,Very High
17031820101,7998,82.42,83.88,81.5,79.72,Very High
17031611200,2072,49.97,60.45,45.27,26.0,Moderate
17031300900,3937,51.05,61.98,39.95,40.52,Moderate
17031061100,1436,79.0,89.49,89.81,18.84,High
17031061500,2023,79.23,89.22,87.79,25.92,High
17031062000,2890,78.87,89.1,87.79,23.91,High
17031062100,3646,78.36,87.06,87.9,27.1,High
17031062200,3152,82.0,88.62,89.92,41.48,Very High
17031827901,1936,68.59,76.47,62.07,57.51,High
17031829500,3986,59.59,67.59,52.08,50.41,Moderate
17031090200,6505,80.0,84.46,80.88,63.1,High
17031090100,3526,76.1,79.44,78.55,59.23,High
17031829100,3382,52.09,64.57,41.62,34.94,Moderate
17031824503,6135,74.04,77.01,72.65,67.38,High
17031824106,6534,74.66,76.75,73.0,71.59,High
17031823801,5376,78.55,82.45,77.85,67.2,High
17031801608,6308,82.0,85.58,84.54,64.12,Very High
17031805901,4404,73.37,78.24,75.51,52.11,High
17031826401,3337,55.54,64.15,44.17,53.36,Moderate
17031260400,939,17.59,18.32,20.12,9.23,Very Low
17031351500,946,51.84,64.24,54.17,5.1,Moderate
17031811200,5198,68.07,73.0,64.11,60.87,High
17031770800,5773,71.33,77.48,67.83,59.03,High
17031804102,6865,83.91,86.07,84.31,75.75,Very High
17031802605,7230,80.72,82.66,82.86,69.24,Very High
17031803800,4159,77.45,82.2,79.51,56.82,High
17031210800,1142,68.26,78.64,72.8,23.05,High
17031210900,3174,72.82,79.49,76.78,41.37,High
17031803901,3702,73.16,78.34,75.1,51.37,High
17031801601,4423,80.3,85.33,83.95,54.99,Very High
17031800900,4341,83.19,87.4,85.33,64.21,Very High
17031804305,7790,70.66,73.73,64.99,73.65,High
17031081100,4455,74.1,83.17,81.61,26.33,High
17031241200,1698,76.23,85.62,84.15,26.42,High
17031031200,5936,56.28,67.9,50.8,30.35,Moderate
17031062500,1420,76.37,83.23,82.87,38.33,High
17031062600,2371,83.33,91.84,88.23,43.53,Very High
17031062700,3046,80.43,89.29,87.7,33.93,Very High
17031062800,3682,82.88,91.55,89.59,38.32,Very High
17031062900,4138,82.05,89.96,89.07,39.28,Very High
17031063000,3280,78.75,86.52,88.96,28.98,High
17031062400,1799,80.46,89.48,85.11,39.54,Very High
17031063100,2352,78.07,88.99,87.19,20.35,High
17031063200,6380,82.02,89.06,89.75,40.52,Very High
17031063400,2435,78.54,90.46,88.34,15.94,High
17031090300,1371,76.15,82.96,79.47,45.66,High
17031100100,5890,75.86,79.67,76.25,62.23,High
17031100300,6447,75.15,80.32,74.72,58.95,High
17031140100,3520,69.02,80.71,69.63,28.66,High
17031140200,6603,65.93,74.07,64.81,41.38,High
17031140400,5911,75.43,80.46,73.37,63.51,High
17031140500,3171,66.48,77.63,64.91,32.95,High
17031800800,2331,78.8,84.52,81.52,53.37,High
17031242700,1837,67.46,80.39,67.57,24.09,High
17031070200,4019,78.93,87.86,86.34,31.86,High
17031070300,3818,81.32,89.71,88.62,36.32,Very High
17031070400,3421,79.56,90.49,81.62,38.33,High
17031070500,3185,82.85,92.27,87.11,41.51,Very High
17031070600,3194,83.69,92.31,88.56,43.6,Very High
17031070700,3741,79.79,88.15,83.85,42.46,High
17031100400,3325,78.43,83.05,78.72,62.36,High
17031100600,4914,72.71,78.25,71.21,57.72,High
17031100700,5372,73.64,75.14,73.69,68.53,High
17031110200,2821,65.22,72.36,67.67,35.7,High
17031150200,7263,71.45,76.53,70.38,56.98,High
17031150300,7272,74.12,79.54,74.41,55.4,High
17031140800,6212,74.67,81.09,78.3,44.77,High
17031231200,5957,48.65,60.91,33.47,43.22,Moderate
17031231100,1362,57.07,70.85,46.84,35.0,Moderate
17031242400,2705,77.84,88.49,84.92,25.83,High
17031242500,3255,71.69,82.88,75.63,25.17,High
17031120200,4573,81.7,86.8,82.94,61.79,Very High
17031120300,7046,82.59,85.28,81.22,76.85,Very High
17031120400,3836,73.64,77.47,74.76,58.26,High
17031231500,5809,49.46,59.13,39.55,40.34,Moderate
17031071100,3186,83.86,96.54,87.01,34.27,Very High
17031071000,4525,79.78,87.59,85.03,41.49,High
17031071200,2386,77.83,85.76,85.07,34.51,High
17031071300,4129,79.5,86.45,85.73,41.78,High
17031110300,5304,74.74,76.83,76.07,64.68,High
17031220300,1998,75.97,86.11,82.36,27.24,High
17031220400,2670,75.02,84.45,80.41,31.04,High
17031220500,2810,75.09,83.56,82.07,30.58,High
17031240300,1272,80.58,90.42,86.72,33.42,Very High
17031240500,2515,82.29,90.65,89.2,38.33,Very High
17031060400,3691,82.15,89.86,89.36,39.6,Very High
17031060500,1287,65.91,78.25,69.97,15.29,High
17031240800,1480,74.62,86.25,75.6,33.58,High
17031240600,1639,75.2,83.96,80.74,33.07,High
17031240700,1634,71.86,83.91,75.98,22.1,High
17031240900,1093,71.96,84.12,77.23,19.18,High
17031242600,5512,67.62,75.46,71.27,32.96,High
17031803100,3448,80.23,84.04,82.9,61.31,Very High
17031310600,5542,67.15,77.88,66.28,33.4,High
17031310700,1354,58.03,70.49,60.17,11.53,Moderate
17031310800,4633,62.55,71.67,63.12,30.84,Moderate
17031020602,5343,73.83,81.26,74.54,47.39,High
17031310900,4914,60.66,71.17,55.68,37.29,Moderate
17031510100,3639,58.66,66.97,53.98,41.88,Moderate
17031510200,3714,57.87,69.52,45.72,47.39,Moderate
17031561100,5888,74.91,78.56,71.29,71.2,High
17031190701,2835,64.25,75.92,60.9,33.19,Moderate
17031020901,6179,63.33,73.03,58.7,41.79,Moderate
17031010202,2865,61.49,71.7,64.02,21.57,Moderate
17031570100,1421,57.74,64.92,53.01,44.82,Moderate
17031570200,2084,49.67,43.54,63.54,37.73,Moderate
17031570300,5951,63.2,67.77,57.9,60.37,Moderate
17031570400,1712,59.12,69.58,54.91,34.04,Moderate
17031570500,2699,60.36,66.46,59.71,41.56,Moderate
17031690400,2908,53.8,64.55,50.17,26.43,Moderate
17031691300,2332,53.83,63.54,49.37,31.9,Moderate
17031691400,2701,48.62,62.06,36.77,31.46,Moderate
17031691500,1895,36.2,44.22,32.17,18.86,Low
17031320400,3004,77.33,85.96,79.29,44.03,High
17031580100,2662,61.49,66.21,63.74,40.52,Moderate
17031580200,2988,53.71,67.7,42.52,33.22,Moderate
17031580300,2569,63.31,71.18,62.27,39.52,Moderate
17031580400,4672,60.35,71.54,51.04,44.75,Moderate
17031580600,5402,61.77,70.15,54.64,50.48,Moderate
17031580700,6137,53.02,60.8,44.21,47.63,Moderate
17031681300,2323,36.2,51.43,24.02,13.82,Low
17031681400,1879,54.32,70.86,40.62,31.15,Moderate
17031690300,2303,52.05,65.68,48.42,15.06,Moderate
17031690500,742,49.77,59.65,42.91,32.86,Moderate
17031690900,3809,52.39,62.05,45.29,36.77,Moderate
17031691000,2655,57.71,67.98,51.21,38.69,Moderate
17031700100,3874,61.7,69.98,50.85,59.37,Moderate
17031700200,6888,63.31,68.24,51.83,73.69,Moderate
17031320600,6116,79.34,85.48,86.74,41.64,High
17031330200,3969,76.6,84.53,77.69,47.63,High
17031590500,1672,68.04,75.94,70.92,35.02,High
17031590600,3813,65.13,73.4,62.53,43.63,High
17031671200,840,44.6,61.13,30.14,23.23,Low
17031671100,915,30.43,39.9,21.03,20.78,Low
17031671300,1657,41.78,51.18,30.54,36.67,Low
17031671500,2308,51.89,65.37,41.43,31.33,Moderate
17031671600,1709,40.78,47.38,40.36,19.79,Low
17031671800,1128,44.11,50.52,41.59,28.57,Low
17031671900,1034,43.79,43.47,48.58,33.71,Low
17031710100,1026,39.75,45.97,41.25,15.5,Low
17031710200,4056,45.1,58.44,33.39,27.96,Moderate
17031710400,5668,51.68,59.68,41.84,47.95,Moderate
17031710500,4087,51.58,62.86,41.49,37.54,Moderate
17031710600,1720,50.72,64.52,42.05,24.93,Moderate
17031710800,4536,47.63,56.18,43.03,29.85,Moderate
17031340300,1698,66.14,74.76,70.25,27.83,High
